Open,High,Low,Close,Vol.,Change %
13.1,13.1,12.9,13.0,14.45M,-1.52%
13.0,13.3,13.0,13.2,8.28M,1.54%
13.15,13.2,13.0,13.05,28.50M,-1.14%
13.05,13.1,13.0,13.05,4.09M,0.00%
13.05,13.2,13.0,13.05,3.30M,0.00%
13.1,13.2,13.1,13.1,69.20M,0.38%
13.1,13.2,13.05,13.1,6.02M,0.00%
13.05,13.1,12.85,13.0,13.78M,-0.76%
13.0,13.0,12.7,12.8,28.68M,-1.54%
12.8,13.0,12.75,12.9,17.36M,0.78%
12.85,13.0,12.75,12.8,27.77M,-0.78%
12.9,13.05,12.75,12.85,36.35M,0.39%
12.8,13.0,12.8,12.9,4.14M,0.39%
13.0,13.1,12.75,12.85,11.95M,-0.39%
12.9,12.9,12.1,12.6,12.96M,-1.95%
12.65,12.7,12.5,12.6,21.42M,0.00%
12.7,13.2,12.65,12.85,57.81M,1.98%
13.0,13.1,12.9,13.0,3.51M,1.17%
13.0,13.1,12.95,13.05,12.05M,0.38%
13.0,13.2,13.0,13.05,55.25M,0.00%
13.05,13.1,12.85,13.0,6.09M,-0.38%
12.85,13.05,12.75,12.95,2.74M,-0.38%
13.0,13.05,13.0,13.0,2.21M,0.39%
13.0,13.05,12.95,13.0,17.52M,0.00%
12.95,13.0,12.9,12.95,23.77M,-0.38%
12.95,13.05,12.9,13.0,29.63M,0.39%
13.0,13.1,12.9,12.95,16.31M,-0.38%
12.95,12.95,12.7,12.8,44.05M,-1.16%
12.8,12.9,12.8,12.8,19.83M,0.00%
12.95,12.95,12.8,12.8,31.26M,0.00%
12.8,12.95,12.8,12.8,1.60M,0.00%
12.8,12.95,12.8,12.85,16.15M,0.39%
12.8,12.9,12.8,12.85,19.40M,0.00%
12.8,13.05,12.8,12.9,11.00M,0.39%
12.9,13.0,12.85,12.95,15.64M,0.39%
12.95,13.0,12.85,12.9,4.04M,-0.39%
12.9,12.95,12.8,12.85,1.41M,-0.39%
12.8,12.9,12.8,12.85,14.53M,0.00%
12.85,12.9,12.7,12.8,44.46M,-0.39%
12.8,12.85,12.55,12.8,8.81M,0.00%
12.8,12.9,12.75,12.8,16.25M,0.00%
12.8,12.85,12.75,12.8,8.83M,0.00%
12.8,12.8,12.5,12.65,19.78M,-1.17%
12.6,12.7,12.0,12.55,17.58M,-0.79%
12.2,12.5,12.2,12.4,24.17M,-1.20%
12.35,12.55,12.35,12.45,22.86M,0.40%
12.5,12.6,12.45,12.45,6.48M,0.00%
12.5,13.0,12.5,12.65,17.98M,1.61%
12.7,13.05,12.55,12.95,17.91M,2.37%
12.65,12.8,12.55,12.75,1.59M,-1.54%
12.7,12.8,12.65,12.7,1.79M,-0.39%
12.75,12.9,12.7,12.75,24.37M,0.39%
12.75,12.95,12.7,12.75,67.82M,0.00%
12.75,12.85,12.65,12.7,6.32M,-0.39%
12.75,12.75,12.5,12.55,10.89M,-1.18%
12.6,12.6,12.2,12.4,2.34M,-1.20%
12.45,12.5,12.3,12.35,11.88M,-0.40%
12.4,12.45,12.3,12.3,8.04M,-0.40%
12.3,12.35,12.1,12.15,12.25M,-1.22%
12.2,12.2,12.0,12.05,24.87M,-0.82%
12.05,12.25,12.05,12.1,15.45M,0.41%
12.1,12.15,11.85,12.0,26.14M,-0.83%
11.9,12.05,11.75,11.95,19.82M,-0.42%
12.0,12.1,12.0,12.05,9.10M,0.84%
12.0,12.1,12.0,12.0,4.18M,-0.41%
12.0,12.35,12.0,12.2,24.48M,1.67%
12.3,12.3,11.9,12.0,4.54M,-1.64%
12.0,12.1,11.95,12.05,10.49M,0.42%
12.05,12.4,12.05,12.2,5.11M,1.24%
12.25,12.6,12.25,12.45,6.18M,2.05%
12.6,12.7,12.45,12.5,4.69M,0.40%
12.5,13.0,12.5,12.6,22.65M,0.80%
12.6,13.0,12.6,12.95,11.49M,2.78%
12.9,12.95,12.5,12.9,16.41M,-0.39%
12.7,12.9,12.55,12.8,5.82M,-0.78%
12.6,12.85,12.6,12.75,3.69M,-0.39%
12.6,12.95,12.6,12.8,4.41M,0.39%
12.8,12.85,12.65,12.75,2.96M,-0.39%
12.75,12.9,12.65,12.8,7.31M,0.39%
12.8,12.8,12.65,12.7,1.02M,-0.78%
12.7,12.85,12.7,12.75,26.88M,0.39%
12.7,12.8,12.65,12.75,9.19M,0.00%
12.75,12.9,12.75,12.8,7.31M,0.39%
12.75,12.85,12.75,12.75,20.90M,-0.39%
12.75,12.8,12.7,12.75,30.16M,0.00%
12.75,12.8,12.7,12.75,2.58M,0.00%
12.75,12.8,12.75,12.75,1.72M,0.00%
12.75,12.85,12.7,12.75,30.99M,0.00%
12.75,12.85,12.7,12.75,1.98M,0.00%
12.75,13.05,12.75,12.95,13.57M,1.57%
13.1,13.3,12.95,13.15,2.74M,1.54%
13.05,13.4,13.0,13.2,8.68M,0.38%
13.2,13.5,13.2,13.4,12.30M,1.52%
13.4,13.4,13.1,13.2,6.15M,-1.49%
13.15,13.35,13.1,13.2,1.14M,0.00%
13.2,13.35,13.2,13.25,3.96M,0.38%
13.3,13.3,13.2,13.25,10.16M,0.00%
13.25,13.25,13.0,13.15,13.20M,-0.75%
13.05,13.15,12.85,12.95,10.95M,-1.52%
12.5,13.0,12.5,12.9,12.28M,-0.39%
12.9,13.0,12.85,12.9,16.07M,0.00%
12.95,12.95,12.8,12.85,15.42M,-0.39%
12.8,12.8,12.15,12.5,30.42M,-2.72%
12.5,12.7,12.5,12.6,6.21M,0.80%
12.6,12.7,12.5,12.6,30.92M,0.00%
12.55,12.65,12.5,12.6,28.53M,0.00%
12.6,12.65,12.5,12.55,9.41M,-0.40%
12.6,12.65,12.5,12.55,9.58M,0.00%
12.55,12.65,12.55,12.6,5.59M,0.40%
12.65,12.75,12.6,12.7,12.57M,0.79%
12.7,13.05,12.65,12.85,7.49M,1.18%
12.8,13.0,12.75,12.9,11.74M,0.39%
12.95,13.0,12.8,12.95,4.43M,0.39%
12.95,12.95,12.75,12.75,5.93M,-1.54%
12.75,12.85,12.0,12.7,4.37M,-0.39%
12.9,12.9,12.6,12.65,834.10K,-0.39%
12.7,12.9,12.6,12.75,3.25M,0.79%
12.8,13.0,12.7,12.85,2.55M,0.78%
12.9,12.95,12.75,12.85,6.91M,0.00%
12.8,12.85,12.75,12.8,6.56M,-0.39%
12.75,12.8,12.7,12.75,12.04M,-0.39%
12.75,12.75,12.65,12.65,6.84M,-0.78%
12.8,12.8,12.5,12.55,1.78M,-0.79%
12.55,12.6,12.5,12.5,5.60M,-0.40%
12.5,12.5,12.0,12.15,3.33M,-2.80%
12.0,12.5,11.85,12.15,13.73M,0.00%
12.4,12.55,12.3,12.45,5.35M,2.47%
12.5,12.6,12.5,12.55,10.69M,0.80%
12.45,12.5,12.05,12.25,2.79M,-2.39%
12.3,12.5,12.15,12.2,4.55M,-0.41%
12.05,12.2,12.05,12.1,11.88M,-0.82%
12.1,12.3,12.1,12.15,8.94M,0.41%
12.2,12.25,12.1,12.15,6.57M,0.00%
12.1,12.3,12.1,12.15,6.24M,0.00%
12.15,12.3,12.15,12.2,7.19M,0.41%
12.2,12.25,12.15,12.2,4.15M,0.00%
12.25,13.0,12.2,12.7,14.62M,4.10%
12.2,13.0,12.2,12.8,25.78M,0.79%
12.7,13.1,12.7,12.95,17.54M,1.17%
12.9,13.05,12.45,12.95,9.21M,0.00%
12.8,13.05,12.75,13.0,3.31M,0.39%
13.0,13.55,12.8,13.35,24.90M,2.69%
13.5,13.75,13.0,13.55,6.79M,1.50%
13.5,13.85,13.3,13.7,6.00M,1.11%
13.6,13.85,13.5,13.75,1.22M,0.36%
13.75,13.85,13.6,13.75,4.21M,0.00%
13.8,13.85,13.55,13.7,14.86M,-0.36%
13.55,13.7,13.55,13.65,110.58M,-0.36%
13.6,13.65,13.5,13.6,12.54M,-0.37%
13.5,13.65,13.0,13.45,1.39M,-1.10%
13.45,13.65,13.2,13.55,17.66M,0.74%
13.6,13.95,13.3,13.8,12.09M,1.85%
13.75,14.0,13.6,13.9,7.15M,0.72%
13.95,13.95,13.7,13.8,12.07M,-0.72%
14.0,14.0,13.8,13.9,6.08M,0.72%
13.8,14.0,13.8,13.95,8.61M,0.36%
13.95,14.65,13.95,14.2,20.75M,1.79%
14.35,14.7,14.1,14.55,4.82M,2.46%
14.6,14.95,14.6,14.8,5.34M,1.72%
14.75,15.15,14.7,15.0,36.78M,1.35%
15.1,15.15,14.9,15.0,22.23M,0.00%
15.0,15.0,14.3,14.65,9.36M,-2.33%
14.5,14.65,14.0,14.05,18.90M,-4.10%
14.05,14.5,13.75,13.95,13.57M,-0.71%
13.95,14.05,13.8,13.9,45.89M,-0.36%
13.9,13.95,13.3,13.4,32.76M,-3.60%
13.85,13.85,13.25,13.35,6.32M,-0.37%
13.4,13.7,13.3,13.5,24.44M,1.12%
13.4,13.6,13.35,13.45,10.43M,-0.37%
13.45,14.05,13.45,13.9,6.46M,3.35%
13.8,14.1,13.8,14.0,4.56M,0.72%
14.0,14.2,14.0,14.05,19.25M,0.36%
14.1,14.25,14.0,14.1,15.52M,0.36%
14.15,14.15,14.0,14.05,7.61M,-0.35%
14.1,14.5,14.05,14.15,8.65M,0.71%
14.15,14.3,14.0,14.05,2.56M,-0.71%
14.0,14.1,13.8,13.9,11.81M,-1.07%
14.0,14.0,13.8,13.9,5.02M,0.00%
13.85,13.9,13.6,13.75,3.75M,-1.08%
13.7,13.85,13.0,13.75,2.16M,0.00%
13.75,14.05,13.75,13.85,2.37M,0.73%
14.05,15.0,14.0,14.7,1.35M,6.14%
14.2,15.0,14.2,14.85,10.80M,1.02%
14.8,14.85,14.5,14.6,9.22M,-1.68%
14.6,14.9,14.5,14.85,5.72M,1.71%
14.85,14.85,14.35,14.55,1.59M,-2.02%
14.5,14.5,13.9,13.95,14.47M,-4.12%
14.85,14.85,14.1,14.2,7.50M,1.79%
14.2,14.5,14.1,14.2,3.67M,0.00%
14.3,14.3,14.1,14.15,14.17M,-0.35%
14.2,14.2,14.0,14.0,7.05M,-1.06%
14.0,14.2,14.0,14.1,5.27M,0.71%
14.15,14.3,14.1,14.15,8.61M,0.35%
14.15,14.2,14.1,14.1,7.36M,-0.35%
14.1,14.25,14.1,14.15,9.10M,0.35%
14.1,14.3,14.1,14.25,14.71M,0.71%
14.25,14.5,14.2,14.3,1.89M,0.35%
14.3,14.75,14.3,14.45,2.27M,1.05%
14.6,14.75,14.45,14.55,8.38M,0.69%
14.45,14.7,14.45,14.55,5.47M,0.00%
14.5,15.0,14.5,14.8,13.76M,1.72%
14.8,14.95,14.5,14.8,11.69M,0.00%
14.8,14.95,14.6,14.85,12.59M,0.34%
14.85,14.9,14.5,14.75,10.56M,-0.67%
14.85,14.95,14.85,14.85,25.00M,0.68%
14.8,14.95,14.8,14.85,1.32M,0.00%
14.85,14.9,14.8,14.85,3.23M,0.00%
14.85,15.1,14.85,14.95,6.54M,0.67%
15.0,15.3,15.0,15.15,3.82M,1.34%
15.15,15.5,15.15,15.35,5.61M,1.32%
15.35,15.7,15.35,15.45,4.37M,0.65%
15.55,15.95,15.55,15.7,6.85M,1.62%
15.8,16.0,15.7,15.9,33.86M,1.27%
16.0,16.0,15.6,15.75,5.68M,-0.94%
15.75,15.9,15.75,15.8,9.11M,0.32%
15.85,16.0,15.25,15.65,5.21M,-0.95%
15.45,15.65,15.3,15.4,30.44M,-1.60%
15.4,16.0,15.35,15.45,22.04M,0.32%
15.65,15.8,15.55,15.7,3.84M,1.62%
15.7,15.95,15.6,15.8,5.83M,0.64%
15.7,15.8,15.4,15.55,6.60M,-1.58%
15.55,15.85,15.55,15.75,8.94M,1.29%
15.75,16.0,15.75,15.85,3.25M,0.63%
15.95,16.0,15.8,15.95,9.55M,0.63%
15.9,16.0,15.5,15.8,6.92M,-0.94%
15.75,15.8,15.6,15.65,11.98M,-0.95%
15.7,15.75,15.0,15.6,6.76M,-0.32%
15.65,15.9,15.65,15.75,6.76M,0.96%
15.75,15.95,15.75,15.9,4.48M,0.95%
15.85,15.95,15.8,15.85,5.86M,-0.31%
15.85,16.0,15.85,15.9,4.80M,0.32%
15.95,16.1,15.95,16.0,6.65M,0.63%
16.0,16.25,16.0,16.1,3.17M,0.63%
16.1,17.0,16.1,16.45,20.19M,2.17%
16.7,17.5,16.5,16.6,2.84M,0.91%
16.7,16.95,16.5,16.7,5.05M,0.60%
16.85,17.4,16.8,17.05,6.06M,2.10%
17.2,17.4,16.8,17.0,23.45M,-0.29%
17.0,17.05,15.85,16.6,10.23M,-2.35%
16.6,16.6,15.75,15.9,25.35M,-4.22%
15.9,16.2,15.85,15.95,20.21M,0.31%
16.4,16.5,16.15,16.35,16.65M,2.51%
16.35,16.35,15.75,15.9,30.23M,-2.75%
16.1,16.35,15.9,16.0,1.19M,0.63%
16.05,16.35,16.0,16.1,5.47M,0.63%
16.1,16.5,16.05,16.3,2.17M,1.24%
16.4,17.0,16.35,16.75,2.94M,2.76%
17.0,17.5,16.65,17.2,13.01M,2.69%
17.3,17.4,17.0,17.25,5.35M,0.29%
17.3,17.4,17.05,17.2,5.58M,-0.29%
17.2,17.2,17.0,17.05,4.11M,-0.87%
17.05,17.4,17.05,17.2,8.08M,0.88%
17.25,17.4,17.15,17.3,14.06M,0.58%
17.3,17.3,17.05,17.1,2.99M,-1.16%
17.05,17.4,17.0,17.2,1.66M,0.58%
17.4,17.5,17.2,17.3,25.20M,0.58%
17.3,17.5,17.3,17.4,4.95M,0.58%
17.4,17.5,17.35,17.45,6.84M,0.29%
17.45,17.65,17.4,17.5,4.54M,0.29%
17.5,17.9,17.5,17.55,11.93M,0.29%
17.55,17.7,16.95,17.15,19.81M,-2.28%
17.55,17.55,16.95,17.05,29.26M,-0.58%
17.05,17.15,16.75,16.9,10.93M,-0.88%
16.9,16.9,16.25,16.65,17.86M,-1.48%
16.5,16.5,15.85,16.1,22.16M,-3.30%
16.3,16.45,16.2,16.35,4.22M,1.55%
16.2,16.5,16.2,16.35,9.94M,0.00%
16.4,16.7,16.35,16.5,7.84M,0.92%
16.5,16.75,16.5,16.6,10.56M,0.61%
16.6,16.7,16.35,16.45,10.06M,-0.90%
16.45,16.55,16.25,16.3,8.67M,-0.91%
16.3,16.3,16.1,16.2,11.53M,-0.61%
16.3,16.3,15.95,16.0,11.04M,-1.23%
15.95,16.0,15.5,15.65,8.63M,-2.19%
15.5,15.6,15.0,15.2,64.51M,-2.88%
15.2,15.7,15.2,15.55,12.82M,2.30%
15.6,16.8,15.6,15.85,34.34M,1.93%
15.85,16.9,15.85,16.5,2.44M,4.10%
16.5,16.7,16.05,16.4,17.79M,-0.61%
16.45,16.7,16.0,16.45,11.52M,0.30%
16.3,16.65,16.1,16.35,5.05M,-0.61%
16.35,16.35,15.9,16.1,11.19M,-1.53%
16.3,16.3,16.0,16.05,21.38M,-0.31%
16.05,16.1,16.0,16.05,7.37M,0.00%
16.0,16.05,16.0,16.05,14.35M,0.00%
16.05,16.25,16.05,16.05,3.42M,0.00%
16.05,16.15,16.05,16.1,6.98M,0.31%
16.1,16.25,16.0,16.1,11.03M,0.00%
16.2,16.2,16.0,16.05,1.96M,-0.31%
16.05,16.1,16.0,16.05,24.40M,0.00%
16.05,16.1,16.05,16.05,11.69M,0.00%
16.1,16.7,15.9,16.35,10.92M,1.87%
16.0,16.1,15.9,16.0,11.20M,-2.14%
16.05,16.2,16.05,16.05,4.05M,0.31%
16.05,16.2,16.0,16.1,21.43M,0.31%
16.1,16.2,16.05,16.1,3.70M,0.00%
16.1,16.4,16.1,16.3,6.02M,1.24%
16.35,16.6,16.3,16.45,8.44M,0.92%
16.6,16.6,16.45,16.5,6.56M,0.30%
16.5,16.55,16.3,16.45,2.69M,-0.30%
16.5,16.5,16.3,16.35,295.10K,-0.61%
16.35,16.5,16.2,16.35,2.59M,0.00%
16.35,16.9,16.2,16.35,2.09M,0.00%
16.45,16.6,15.9,16.15,49.67M,-1.22%
16.0,16.2,15.8,16.0,48.13M,-0.93%
15.95,16.1,15.9,16.0,10.38M,0.00%
16.0,16.1,15.85,15.85,9.20M,-0.94%
15.9,16.0,15.1,15.75,16.84M,-0.63%
15.7,16.5,15.1,15.7,22.82M,-0.32%
15.75,15.75,15.2,15.25,10.44M,-2.87%
15.25,15.3,15.15,15.15,9.70M,-0.66%
15.2,15.45,15.1,15.3,17.72M,0.99%
15.25,16.0,15.25,15.5,29.23M,1.31%
15.75,15.75,15.3,15.55,4.17M,0.32%
15.5,16.0,15.25,15.45,8.50M,-0.64%
15.5,15.5,15.15,15.3,17.57M,-0.97%
15.3,15.5,15.15,15.45,6.62M,0.98%
15.4,15.5,15.3,15.45,6.49M,0.00%
15.3,15.4,15.1,15.2,16.52M,-1.62%
15.25,15.25,14.9,14.95,796.90K,-1.64%
15.0,15.0,14.05,14.4,15.65M,-3.68%
14.4,14.5,14.1,14.15,13.96M,-1.74%
14.15,14.2,14.0,14.0,85.74M,-1.06%
14.05,14.15,13.6,13.95,27.59M,-0.36%
13.85,14.25,13.7,13.9,30.58M,-0.36%
13.95,14.95,13.95,14.55,1.64M,4.68%
14.7,15.5,14.7,15.35,10.16M,5.50%
15.45,15.85,15.4,15.5,13.17M,0.98%
15.5,15.75,15.5,15.6,5.49M,0.65%
15.6,15.6,15.3,15.45,8.37M,-0.96%
15.5,15.5,15.0,15.0,9.34M,-2.91%
15.1,15.1,14.65,14.9,2.04M,-0.67%
14.85,15.0,14.7,14.85,2.79M,-0.34%
15.0,15.2,14.9,15.0,6.87M,1.01%
15.15,15.4,15.05,15.1,2.30M,0.67%
15.05,15.1,14.9,15.0,7.97M,-0.66%
14.95,15.0,13.95,14.35,6.96M,-4.33%
14.35,14.35,13.9,13.95,7.87M,-2.79%
13.95,13.95,12.8,13.45,5.55M,-3.58%
13.0,14.5,12.6,13.5,12.52M,0.37%
13.9,14.5,13.9,14.15,29.19M,4.81%
14.1,15.0,14.0,14.4,2.23M,1.77%
14.6,14.8,14.5,14.6,2.91M,1.39%
14.6,15.1,14.3,14.6,4.43M,0.00%
15.0,15.6,14.85,15.2,4.53M,4.11%
13.7,15.1,13.7,14.85,10.77M,-2.30%
14.8,14.85,14.5,14.6,13.38M,-1.68%
14.6,14.75,14.5,14.6,1.12M,0.00%
14.6,14.7,14.0,14.4,52.58M,-1.37%
14.6,14.6,14.05,14.4,2.29M,0.00%
14.4,14.65,14.4,14.55,3.53M,1.04%
14.6,14.9,14.55,14.7,3.16M,1.03%
14.65,15.4,14.65,15.15,11.23M,3.06%
15.2,15.2,14.8,14.95,6.04M,-1.32%
15.0,15.1,14.7,15.0,6.12M,0.33%
14.7,14.95,14.55,14.75,6.63M,-1.67%
14.65,15.2,14.5,14.9,4.90M,1.02%
14.9,15.2,14.6,15.0,9.09M,0.67%
15.0,15.2,15.0,15.1,9.03M,0.67%
15.1,15.2,15.0,15.15,3.43M,0.33%
15.1,15.3,15.05,15.15,7.07M,0.00%
15.2,15.25,15.1,15.2,15.05M,0.33%
15.25,15.25,14.8,15.15,13.61M,-0.33%
15.0,15.25,15.0,15.2,16.38M,0.33%
15.1,15.15,14.65,14.95,6.46M,-1.64%
14.9,14.95,14.2,14.45,13.96M,-3.34%
14.45,14.75,14.3,14.65,4.23M,1.38%
14.65,14.75,14.55,14.65,719.90K,0.00%
14.65,14.75,14.6,14.65,16.02M,0.00%
14.65,14.8,14.55,14.7,3.11M,0.34%
14.7,15.0,14.7,14.8,4.56M,0.68%
14.7,15.05,14.6,14.95,6.52M,1.01%
14.8,15.15,14.7,15.0,3.95M,0.33%
14.85,15.0,14.2,14.7,5.94M,-2.00%
15.0,15.0,14.2,14.4,6.01M,-2.04%
14.2,14.75,14.2,14.55,7.00M,1.04%
14.5,15.05,14.5,14.75,2.03M,1.37%
15.0,15.1,14.6,15.0,8.54M,1.69%
15.05,15.1,14.75,14.95,2.05M,-0.33%
15.0,15.05,14.9,14.95,3.19M,0.00%
14.95,14.95,14.5,14.5,4.25M,-3.01%
14.55,14.65,14.5,14.5,5.26M,0.00%
14.5,14.8,14.5,14.55,9.80M,0.34%
14.5,14.6,14.25,14.4,5.93M,-1.03%
14.2,14.5,14.2,14.35,8.01M,-0.35%
14.4,14.5,14.25,14.35,644.10K,0.00%
14.35,14.5,14.0,14.45,30.95M,0.70%
14.05,14.5,14.05,14.3,3.82M,-1.04%
14.35,15.1,14.35,14.95,16.31M,4.55%
15.0,15.15,15.0,15.05,2.39M,0.67%
15.05,15.25,14.95,15.05,2.94M,0.00%
15.05,15.75,15.05,15.45,6.50M,2.66%
15.5,16.0,15.45,15.85,4.49M,2.59%
15.5,16.2,15.5,16.05,7.80M,1.26%
16.05,16.5,15.85,16.0,5.33M,-0.31%
16.1,16.15,16.05,16.05,10.73M,0.31%
16.05,16.3,16.05,16.15,3.06M,0.62%
16.15,16.5,16.1,16.25,5.62M,0.62%
16.3,16.6,16.2,16.5,13.86M,1.54%
16.55,16.95,16.5,16.65,4.06M,0.91%
16.8,16.95,16.35,16.75,8.60M,0.60%
16.3,16.5,16.0,16.25,15.36M,-2.99%
16.5,16.5,15.5,16.05,2.98M,-1.23%
16.0,16.1,14.5,15.35,4.64M,-4.36%
15.6,15.9,15.3,15.55,15.52M,1.30%
15.6,15.75,15.5,15.65,4.23M,0.64%
15.6,16.2,15.55,15.85,5.41M,1.28%
15.75,16.0,15.6,15.7,1.64M,-0.95%
15.7,15.85,15.5,15.55,8.47M,-0.96%
15.95,15.95,15.6,15.7,21.24M,0.96%
15.7,16.0,15.7,15.95,9.25M,1.59%
16.05,16.25,15.75,16.1,4.13M,0.94%
16.0,16.25,15.95,16.15,5.40M,0.31%
16.1,16.4,16.0,16.25,9.03M,0.62%
16.1,16.65,16.0,16.4,11.07M,0.92%
16.35,16.5,16.3,16.4,8.49M,0.00%
16.5,16.9,16.2,16.7,8.30M,1.83%
16.0,16.7,15.9,16.6,10.87M,-0.60%
16.6,16.8,16.3,16.7,6.65M,0.60%
16.8,16.9,16.5,16.7,6.63M,0.00%
16.7,16.8,15.8,16.7,9.04M,0.00%
16.0,16.5,15.85,16.1,979.10K,-3.59%
16.0,16.2,15.75,15.9,856.20K,-1.24%
15.9,16.0,15.9,15.9,279.40K,0.00%
15.9,16.3,15.9,16.1,2.96M,1.26%
16.05,16.5,16.0,16.25,623.40K,0.93%
0.0,16.5,16.5,16.5,309.20K,1.54%
16.3,16.7,16.05,16.35,1.64M,-0.91%
